Identifier	Character	Dialogue	Filename	Line Number
blacknn_485f5d89	snkw	Я поговорила с твоими родителями, такие хорошие люди. Не понимаю, как у них может быть такой ребёнок. Они сказали, что проведут с тобой беседу.	game/code/1day.rpy	642
blacknn_22eb12ee		Пизда мне.	game/code/1day.rpy	643
blacknn_83abfe59	snkw	И поэтому я тебе решила всё же не услонять сдачу зачёта. Кстати, почему не на паре?	game/code/1day.rpy	644
blacknn_3065302e		Не усложнит сдачу? С чего это? А вот сейчас надо объяснить, почему ушёл.	game/code/1day.rpy	646
blacknn_e4122aed	anon	Да плохо себя почувствовал, сейчас иду в медкабинет, отпустят скорее всего.	game/code/1day.rpy	650
blacknn_06c6db74_1	anon	Да меня отпустили, уже просто задание всё сделал, вот и иду домой.	game/code/1day.rpy	653
firestairs_7ed6478b	snkw	А если узнаю у преподавателя?	game/code/1day.rpy	662
firestairs_d45b0485	anon	Можете спросить, даже с вами пойти могу.	game/code/1day.rpy	666
firestairs_46a24cab	snkw	Ладно, поверю. До свидания.	game/code/1day.rpy	667
firestairs_e86bd985	anon	До свидания.	game/code/1day.rpy	668
firestairs_394e1d6b		Ебать только что пиздец был. Ладно.	game/code/1day.rpy	671
firestairs_11303869		Пора в гардероб.	game/code/1day.rpy	673
firestairs_33684107		О, пустой гардероб. Хоть это охуенно. Надо скорее валить.	game/code/1day.rpy	675
firestairs_4b58bd4d		Пора домой.	game/code/1day.rpy	677
firestairs_ff49c846	anon	Я сбежал с пары.	game/code/1day.rpy	680
firestairs_391c680b	snkw	Ах ты киник! Ну-ка быстро к директору!	game/code/1day.rpy	684
firestairs_8aee7c4c		Мне пизда.	game/code/1day.rpy	685
firestairs_89c7132a	snkw	Валерий Иванович, я вам тут одного киника привела, отчислите его, он ушёл с пары без разрешения!	game/code/1day.rpy	689
firestairs_0b008986	pidor	С удовольствием отчислю этого студента. Такие нам не нужны.	game/code/1day.rpy	690
firestairs_7f545473	centered	Спустя 5 минут	game/code/1day.rpy	692
firestairs_0b44f2a1	pidor	Приказ напечатан, ты ОТЧИСЛЕЕН! Можешь завтра не приходить!	game/code/1day.rpy	696
firestairs_271e1640	snkw	Иди отсюда, киник! Желаю, чтобы ты сдох от СПИДа.	game/code/1day.rpy	697
firestairs_03a111db	centered	Вы были отчислены за слабость характера.	game/code/1day.rpy	699
snkwboom_45591331	snkw	Ты мразь поганая, вообще страх потерял давать чужой номер, вместо номера родителей?	game/code/1day.rpy	708
snkwboom_131714f9	snkw	Ты подписал себе приговор на зачёте. Я сделаю тебе его намного сложнее. Разговор окончен.	game/code/1day.rpy	709
snkwboom_550e36a6		Ебать, что это было? Мда, мне будет сложно сдать зачёт.	game/code/1day.rpy	712
snkwboom_1e35172b		Но да ладно, пойду домой.	game/code/1day.rpy	713
snkwboom_2d656939		Но сначала в гардероб.	game/code/1day.rpy	715
snkwboom_33684107		О, пустой гардероб. Хоть это охуенно. Надо скорее валить.	game/code/1day.rpy	717
metro_cb2026f3		До сих пор дождь? Что за херня такая?.	game/code/1day.rpy	725
metro_ffd0025f		Надо ещё бы придумать, что сказать родакам о Захарке... Сложно.	game/code/1day.rpy	727
metro_a1bda3e1		Ладно, мокнуть, так мокнуть.	game/code/1day.rpy	728
metro_eeba5a74		Но как я вышел, дождь просто прекратился.{w} И что это в небе?	game/code/1day.rpy	732
metro_208fa1e1		ЧТО.{w} ЗА.{w} ХУЙНЯ.{w}	game/code/1day.rpy	734
metro_afebf13f		Что за кровавая Луна?{w} Я, конечно, видел по новостям такую дичь, но чтобы прям вживую видеть, ебать пиздец!	game/code/1day.rpy	735
metro_9de0279a		Ебучая Луна, она что, следит за мной?{w} Почему я её вижу, а всем похуй?	game/code/1day.rpy	737
metro_6a4c200e		Быстрее в метро!	game/code/1day.rpy	738
metro_e0a237b2	centered	Спустя 15 минут.	game/code/1day.rpy	741
metro_469775c7		Ох, я в метро.{w} Сколько там у меня ещё проездной действует?	game/code/1day.rpy	744
metro_3d3142cd		Отлично, ещё есть 4 дня.	game/code/1day.rpy	745
metro_695740ac		Так, как раз есть одно мес...{w} БЛЯЯЯЯЯТЬ.	game/code/1day.rpy	746
metro_a136ec26	snkw	Ну здравствуй ещё раз, [anon].{w} Недолго мы не виделись.	game/code/1day.rpy	749
metro_2a7124b7		Блять, мне на Захарку прям везёт.	game/code/1day.rpy	750
metro_fd52ceff	snkw	Ох, я надеюсь, твои родители займутся твоей речью!	game/code/1day.rpy	753
metro_05d90755	anon	Не напоминайте, я и так сегодня получу, не сомневайтесь.	game/code/1day.rpy	754
metro_d3551435	snkw	Ну где это было видано, чтобы так материться!	game/code/1day.rpy	755
metro_55832b77	anon	Я и так расскаиваюсь, отстаньте!	game/code/1day.rpy	756
metro_4fbea242	snkw	Он мне ещё и рот затыкает! Вот в наше время...	game/code/1day.rpy	757
metro_2ac99dd9		Началоось.	game/code/1day.rpy	758
metro_6b78076b	centered	Спустя 30 минут.	game/code/1day.rpy	760
metro_ec55d811	snkw	...все студенты были философами!	game/code/1day.rpy	762
metro_1391c5b7		Галдит, сука, 30 минут.{w} Ну хватит.	game/code/1day.rpy	763
metro_8825fcd5		О, моя остановочка.	game/code/1day.rpy	764
metro_0f1805d2	anon	До свидания!	game/code/1day.rpy	765
metro_e52aa987	snkw	...вообще распустились...	game/code/1day.rpy	766
metro_d048612f		Ебать её припекло.{w} А что бы было, если бы номер родителей не дал?	game/code/1day.rpy	767
metro_f57c3bf6		Ладно, на выход.	game/code/1day.rpy	768
metro_0555099e	snkw	Мразь, подонок! Трус!	game/code/1day.rpy	771
metro_c2912e7d		Начинается...	game/code/1day.rpy	772
metro_d3551435_1	snkw	Ну где это было видано, чтобы так материться!	game/code/1day.rpy	773
metro_19ed01df	snkw	Ещё и номер родителей не дал!	game/code/1day.rpy	774
metro_52ddbb41	snkw	Точно зачёт не сдашь. Заставлю тебя уважать философию!	game/code/1day.rpy	775
metro_2ac99dd9_1		Началоось.	game/code/1day.rpy	776
metro_6b78076b_1	centered	Спустя 30 минут.	game/code/1day.rpy	778
metro_4a6ad7aa	snkw	...Рассказал быстро синкве...	game/code/1day.rpy	780
metro_1391c5b7_1		Галдит, сука, 30 минут.{w} Ну хватит.	game/code/1day.rpy	781
metro_8825fcd5_1		О, моя остановочка.	game/code/1day.rpy	782
metro_0f1805d2_1	anon	До свидания!	game/code/1day.rpy	783
metro_12783b43	snkw	{b}БЫСТРО РАССКАЗАЛ СИНКВЕЙН!{/b}	game/code/1day.rpy	784
metro_7ba4181f		На тебя смотрят, тупая ты дура.{w} Оставлю её наедине с вагоном.	game/code/1day.rpy	785
metro_f57c3bf6_1		Ладно, на выход.	game/code/1day.rpy	786
metro_c3097afa		Лучше скроюсь от неё, целее буду. Пойду в другой вагон, типо не заметил, как она меня окликнула.	game/code/1day.rpy	788
metro_6b78076b_2	centered	Спустя 30 минут.	game/code/1day.rpy	791
metro_91521856	snkw	Мне так нравится этот студент, золото, а не программист.{w} Очень хочется его хорошо выучить.	game/code/1day.rpy	794
metro_78a1eb8c	anon	Спасибо.	game/code/1day.rpy	795
metro_1f498c20		Я сейчас умру тут нахуй. За что мне это?	game/code/1day.rpy	796
metro_3bae3d6e		Как нистранно, дальнейший путь мы провели в тишине, Захарова отдельно, я отдельно. Прямо рай.	game/code/1day.rpy	797
metro_b848d797		Тут уже должна быть моя остановка.{w} Надо бы встать.	game/code/1day.rpy	798
metro_3aa877fb	anon	До свидания, Екатерина Николаевна.	game/code/1day.rpy	799
metro_e4cb0c2c		Не надо с ней отношения сейчас портить, хорошими они стали как-никак, за день всего.	game/code/1day.rpy	800
metro_935e9e90	snkw	До свидания, удачи, [anon]!	game/code/1day.rpy	801
home_f787a64b		Платформа была полна людей. Не люблю большие скопления людей.	game/code/1day.rpy	808
home_9671e4cf		Что за звук в моей голове?	game/code/1day.rpy	810
home_808f501b	human	{b}ГЫЕБААААТЬ НАААНЯ!{/b}	game/code/1day.rpy	811
home_fe6e1236		Чего?	game/code/1day.rpy	812
home_f4253520	human	{b}СЛАВА МОЛОТКАМ ЙБАТЬ НАХ ЙОПТ!{/b}	game/code/1day.rpy	813
home_19a5a244		Так, что происходит?{w} Что с этим человеком?{w} Ебать, сколько людей на него...{w}	game/code/1day.rpy	814
home_7a781c9f	anon	{b}ТЫ КУДА ПОБЕЖ...{/b}	game/code/1day.rpy	815
home_1d92fe76		{b}МАТЬ ТВОЮ, ОН ПОД ПОЕЗД ПРЫГНУЛ!{/b}	game/code/1day.rpy	817
home_f08d10b6		{b}ЧТО ЗА ДЕНЬ?{/b}	game/code/1day.rpy	818
home_b0a5b367		{b}БЕЖАТЬ ДОМОЙ!{/b}	game/code/1day.rpy	819
home_fb8e20b5	centered	Спустя 3 минуты.	game/code/1day.rpy	822
home_cc6f70df		Сам того не ожидая, я добежал от метро до дома за 3 минуты, хотя обычно я иду минут 15.{w} Ебать стресс.	game/code/1day.rpy	824
home_cc6459fd		Что было с тем человеком? Что вообще происходит?	game/code/1day.rpy	825
home_4750ac16	mom	Нам надо поговорить.	game/code/1day.rpy	827
home_0bb1572e	dad	Сегодня звонила твой преподаватель по философии, говорила, что ты материшься и про неё гадости говоришь.{w} Это правда?	game/code/1day.rpy	828
home_e8f9e1e5	anon	Не всё, но с матом да, было один раз.	game/code/1day.rpy	829
home_9162486d	mom	Мы понимаем, что ты совершил ошибку, поступив в колледж, но пусть нам хотя бы не жалуются на твоё поведение!	game/code/1day.rpy	830
home_fcc7ddbc	anon	Прости, мама. Я вообще тогда заснул в столовой и кошмар приснился.	game/code/1day.rpy	831
home_243fd84c	dad	Сын, ты уже взрослый человек, делай, как считаешь нужным, но чтобы этот звонок был последний раз!	game/code/1day.rpy	832
home_34ba86c7	mom	Да. Отвечай за свои поступки.	game/code/1day.rpy	833
home_e499096f	anon	Шарага так не считает.{w} Ладно, проститие меня, это был последний раз.	game/code/1day.rpy	834
home_09d6b6e9	mom	Мы принимаем твои извинения. Пошли ужинать.	game/code/1day.rpy	835
home_4260d218	mom	[anon], пошли ужинать.	game/code/1day.rpy	837
home_4f904205	anon	Да, иду.	game/code/1day.rpy	838
home_d0017239		За ужином мы смотрели телевизор.{w} Хотя я ящик смотрел очень редко, но новости меня сейчас привлекли.	game/code/1day.rpy	839
home_2d0fc3ae	TV	...И К ДРУГИМ НОВОСТЯМ.{w} СЕГОДНЯ НА МЕТРО 'УЛИЦА ДЫБЕНКО' ПРОИЗОШЁЛ ИНЦИДЕНТ С ЧЕЛОВЕКОМ.{w}	game/code/1day.rpy	842
home_9609a362		По новостям показывают теперь самоубийства? Не знал.{w} Но это самоубийство я видел лично. {w} Меньше 15 минут назад.	game/code/1day.rpy	843
home_af9daff0		Странная херня.	game/code/1day.rpy	844
home_f1eaff9b	anon	Я пойду к себе.	game/code/1day.rpy	845
home_493c0704	mom	Да, хорошо.	game/code/1day.rpy	846
home_860d789f		Я ушёл в свою комнату и лёг на кровать. Посмотрев на окно, я видел эту чёртову Луну.	game/code/1day.rpy	849
home_22480763		Ладно, поиграю чтоли.	game/code/1day.rpy	850
home_c4f7984f		Запустив компьютер, я искал знакомый значок со звездой с пионером внутри.{w} Как раз должен пройти кошкодевочку.	game/code/1day.rpy	852
home_40fe2d9f	centered	Спустя N часов.	game/code/1day.rpy	854
home_b5171296		Глаза слипались. Так и не дочитал.	game/code/1day.rpy	856
home_653ae72b		Надо спать, а то завтра в шарагу не встану, хоть и ко 2 паре.{w} А Луна всё на месте. Ладно, пора спать.	game/code/1day.rpy	857
home_5199db3b		И я уснул.	game/code/1day.rpy	859
day3_bd9f74ba	dp10	Есть такое понятие в VK как фальшивый аккаунт. {w}Он используется злоумышленниками ради того, чтобы выманивать из наивных людей деньги, либо по иным случаям.	game/code/3day.rpy	5
day3_84308e3b	dp10	В данном случае фальшивая страница используется для того,{w} чтобы оскорбить видимо окончательно меня разозлить и ещё сделать ссылку на неуважаемое лицо РФ (которое якобы уважаемое, а на самом деле накрученное для выведения в тренды, а конкретно на витрину видеохостинга).	game/code/3day.rpy	7
day3_67ee1d4c	anon	Опять, сука, ты?!	game/code/3day.rpy	8
day3_234fdbb2	dp10	Не лезь в это дело, деструктивщик.{w} Или я подам в полицию заявление, будем разбираться.	game/code/3day.rpy	9
day3_0297601a	anon	Опять он мне снился! Надо уже прекращать эту хуйню, иначе свихнусь.	game/code/3day.rpy	13
day3_001ab659	TV	...из-за непонятного тумана и массовых самоубийств в городах РФ и мира вводится режим ЧП.{w} В Петербурге режим ЧП ещё не введён, но власти уже готовы.{w} Всему виной непонятное излучение со стороны Кольского полуострова. Связь с Мурманском была потеряна 15 минут назад...	game/code/3day.rpy	17
day3_266f6912	anon	Что это происходит? И это после того сна и поиска про скважину эту... Надо идти в кит, разбираться.	game/code/3day.rpy	18
day3_d26546d7	centered	Спустя 1.5 часа	game/code/3day.rpy	21
day3_1b3e5622	anon	{b}СТОЙ!{/b}	game/code/3day.rpy	23
day3_fd14da28	anon	Ты куда побежал, стой!, догоню ведь!	game/code/3day.rpy	25
day3_11997f4a	general	Э!{w} А ну стой!	game/code/3day.rpy	30
day3_e3972033	anon	Борис Маркович, забыл про одно поручение преподавателю, мне бежать надо!	game/code/3day.rpy	32
day3_f1cfd906	general	Ладно, беги. Сменку не забудь!	game/code/3day.rpy	33
day3_78646be5	anon	Вот у меня бахилы!	game/code/3day.rpy	34
day3_94a8fe83		Уф, как же хорошо иметь хорошее отношение с Марковичем.	game/code/3day.rpy	37
day3_554ce6b8		За Пахомом!	game/code/3day.rpy	39
day3_11e525dd		Ебать этот инвалид бегает как!	game/code/3day.rpy	41
day3_463000a6	anon	Ну-ка, объясняй, что за херня происходит, почему все гыебатят, плохо себя чувствуют?{w} Чрезвычайное положение в городе?!	game/code/3day.rpy	45
day3_0e4b5cb0	anon	Почему на сайте про Кольскую Сверхглубокую говорится про партию ДП и тебя?!	game/code/3day.rpy	47
day3_ee549f40	dp10	Я всё расскажу.{w} Увидимся в посёлку Чаща.	game/code/3day.rpy	48
day3_07e40d0f	anon	ТЫ КУДА ДЕЛСЯ?{w} КАКАЯ ЧАЩА?	game/code/3day.rpy	51
day3_1f5760c1		Вот блять. Пиздец.	game/code/3day.rpy	52
day3_378f79a5		Пойду в столовку, обдумывать. Всё равно ещё полчаса.	game/code/3day.rpy	53
day3_8d1d3ace	anon	Борис Маркович, пропустите, пожалуйста! {w}Мне бежать надо!	game/code/3day.rpy	56
day3_d8be6c79	general	Э!{w} Не пущу! До пары ещё 30 минут!	game/code/3day.rpy	57
day3_d9e8652c		Ебучий старик! Что же, пойду в столовку чтоли.	game/code/3day.rpy	58
tableday3_ccd7602e		Ох, ну и пиздец. Ёбанный Пахом!	game/code/3day.rpy	64
tableday3_464cb5dd	kits	Давай я тебе по подробней объясню кровавая Луна и Луна апокалипсиса это разные произведения.{w} Одна никакого отношения ко мне не имеет, другая является произведением ДП-10.	game/code/3day.rpy	66
tableday3_0cff5ca6	kits	ДП-10 от своей жажды стабильности и стабильности нажил себе врагов.{w} Как ты думаешь, будут ли подделывать доказательства обвиняющие меня в иллюстрировании персонажа фашиста? Естественно да, в целях прославить одного реального человека.	game/code/3day.rpy	67
tableday3_f65b01f1		ЧТО?!	game/code/3day.rpy	68
tableday3_78f020bf	kits	Что это было, мать вашу?	game/code/3day.rpy	70
tableday3_20343b1b	kit	Моя голова...	game/code/3day.rpy	71
tableday3_e4213f57	kits	Не поддаёмся провокациям, от блоггеров вроде Николая Соболева так как он пойдёт на всё чтобы разузнать точную техническую гос тайну.	game/code/3day.rpy	74
tableday3_e1e1d30b	kits	Вообще странно чтобы человек который жутко матерился на народ спокойно нашёл себе девушку (ну для диалогов) и не умер от того, что нет близкого человека, который ему смог бы ему помочь.	game/code/3day.rpy	76
tableday3_42592df8		Так! Опять?! {w} Микроволновка..	game/code/3day.rpy	77
tableday3_be6fed07	anon	Включите микроволновку, гыйбать!	game/code/3day.rpy	78
tableday3_7ada99ea	table	Нет, директор придёт и скажет, что тратим электричество! Наня! Гыйбать! Йопт нах!	game/code/3day.rpy	79
tableday3_44087722	anon	Ну смотрите тогда. Либо вы включаете микроволновку, либо это пойдёт в Роспотребнадзор.	game/code/3day.rpy	83
tableday3_3ce51890	table	Хорошо...	game/code/3day.rpy	85
tableday3_973e7aa9		Дипломат уровень 80, сука. Учись, Грызлов!	game/code/3day.rpy	88
tableday3_b4f3a580	anon	{b}ВКЛЮЧИЛА БИСТРО БЛЯТЬ!{/b}	game/code/3day.rpy	91
tableday3_9a63ca80	table	Д-д-да, с-с-сейчас..	game/code/3day.rpy	92
tableday3_2ac5e8f7		Что со мной? Гыебат делает меня каким-то быдлом...	game/code/3day.rpy	94
tableday3_862d0b6f		Похуй пока что.	game/code/3day.rpy	95
tableday3_6438f963		Так вот о чём мне твердили конус, медсестра и бахильник! Теперь я знаю способ противодействия гыебату! {w}Как там говорили - микроволновые волны снижают действие Сверхглубокой...	game/code/3day.rpy	99
tableday3_07c520ae		Так вот о чём мне твердили конус и бахильник! Теперь я знаю способ противодействия гыебату!{w} Микроволновые волны!	game/code/3day.rpy	101
tableday3_be838549		Так вот о чём мне твердили бахильник и о чём хотела предупредить медсестра! Теперь я знаю способ противодействия гыебату!	game/code/3day.rpy	103
tableday3_5fa2a0ba		А бахильник был прав на счёт микроволновок... Но как?!	game/code/3day.rpy	105
tableday3_e69bb69b		А конус знает толк в излучениях...{w} Гыебат лечится включением микроволновки?	game/code/3day.rpy	107
tableday3_13b235a2		Это как-то с ними связано... Похоже, микроволновки как-то спасают от этого гула своим звуком...	game/code/3day.rpy	109
tableday3_f14e8ac2		Значит, пора делать опрос...	game/code/3day.rpy	110
tableday3_ebef65fa		Спасибо за внимание, уделённое сверхсекретной новелле!	game/code/3day.rpy	113
tableday3_c75ef7cd		К сожалению, скорый призыв мешает доделать (ага, когда вы проиграли только в малую часть из планированного) нэвэльную. Но я же Пахом и патриот, поэтому надо в армию!	game/code/3day.rpy	114
tableday3_eef99f85		Я надеюсь, что вам понравилась эта часть Нэвэльной и в будущем, после дембеля, я приступлю к ней снова.	game/code/3day.rpy	115
tableday3_6483513a		Проект будет выпущен в 2019 году. Ждать осталось недолго.	game/code/3day.rpy	116
tableday3_2a5641bd	dp10	Передаю привет Пахомову Д.А. и желаю скорейшего выхода его новеллы для сравнения!	game/code/3day.rpy	118
guebat_a83a3b78	anon	ЧТО ПРОИСХОДИТ?!	game/code/guebat.rpy	4
guebat_accc28f3	anon	ЧТО ЭТО ЗА ЗВУКИ В МОЕЙ ГОЛОВЕ?!	game/code/guebat.rpy	5
guebat_a79ab4ab	anon	АААА, ЙОПТНАХ! Это кит нах гыйебать!	game/code/guebat.rpy	6
guebat_4dc6ca47	anon	Я китёнок, ебущий в воображении тёлок! Гыйбать наня йопт нах гыйбать. СЛАВА ПАХОМУ! СЛАВА ЗОЛОТЫМ МОЛОТКАМ!	game/code/guebat.rpy	7
guebat_5aa50455	centered	Вы попали под влияние Пахома. Скорее всего, вы единственный такой во Вселенной.	game/code/guebat.rpy	10
guebat_0c329fec	centered	КОНЕЦ ИГРЫ!	game/code/guebat.rpy	11
day2_91f1b2ab		Что происходит???	game/code/2day.rpy	5
day2_1e93e027		Уже утро?{w} Вот чёрт, надо уже вставать. Бошка ещё болит...	game/code/2day.rpy	10
day2_f7a04584	mom	[anon], проснулся?{w} Отлично. Я тебе оставила завтрак на кухне, а мне пора идти на работу.{w} Не опаздывай в колледж, люблю.	game/code/2day.rpy	13
day2_620de530	anon	Да, мам, спасибо.	game/code/2day.rpy	14
day2_8fde3977		Ладно, пойду в ванну и жрать.	game/code/2day.rpy	15
day2_4a686d2d	centered	Некоторое время спустя.	game/code/2day.rpy	17
day2_e91595ce	TV	...зарегистрированы массовые случаи суицида.{w} Правительство СПб призывает граждан Петербурга и Ленинградской области оставаться дома.	game/code/2day.rpy	20
day2_f0c3a752		Сука, а у меня ебучий зачёт по философии. Ну за что такая хрень.	game/code/2day.rpy	21
day2_2e4c55a3	TV	И к другим новостям{w} - сегодня по всему миру была видна Кровавая луна.{w} Люди со всего мира любовались этим космическим явлениям.	game/code/2day.rpy	25
day2_7b756242		Кровавая Луна? Что за хуйня, откуда она вообще? Хули она красная?{w} Ладно, потом поищу ответ на эту шараду.	game/code/2day.rpy	27
day2_f9d3f4d5	TV	А теперь вернёмся к теме Украины{w}. Сколько стоят трусы Оба...	game/code/2day.rpy	31
day2_369f9e51		Кисёлёв, заебал, иди нахуй уже.{w} Одни истории охуительнее других - то про Украину, про Сирию, то про трусы Обамы!{w} У них президент уже другой, мудак!	game/code/2day.rpy	38
day2_3b277634		Похуй, пойду в шарагу, не телек же смотреть.	game/code/2day.rpy	39
day2_e7bd6189	centered	Спустя час.	game/code/2day.rpy	41
day2_1b03391f		Дорога до моей шараги была лишена всякой хуйни.{w} Ну кроме одной.	game/code/2day.rpy	42
day2_2b447293		Лол, подойти поздороваться может?	game/code/2day.rpy	45
day2_36a572d3	anon	Здрастите, Валерий Иванович!{w} А где ваш Солярис?	game/code/2day.rpy	50
day2_c91738eb	pidor	Ты кто?	game/code/2day.rpy	51
day2_cbf726de	anon	Я учусь в вашем колледже	game/code/2day.rpy	52
day2_102f9343	pidor	Отчислен нах!ОТ-{w}ЧИС-{w}ЛЕН!	game/code/2day.rpy	53
day2_afb2610a	anon	За что?	game/code/2day.rpy	55
day2_9f0729c0	pidor	Отчислен, можешь не приходить!	game/code/2day.rpy	56
day2_4fd53687		Чего блять? Пиздец, я отчислен.	game/code/2day.rpy	57
day2_6e4569f8	centered	Вы отчислены из-за плохого настроения дирика.	game/code/2day.rpy	59
day2_389e7439		Ну его нахуй, отчислит ещё, пидор бешенный.	game/code/2day.rpy	63
day2_c74cb198	anon	Здравстуйте, товарищ Гвардии Майор!	game/code/2day.rpy	68
day2_d2195100	general	Э! Здравствуйте, куртки в гардероб и надеть бахилы!	game/code/2day.rpy	69
day2_849a7163	anon	Хорошо.	game/code/2day.rpy	70
day2_e491cc4e		Пойду сначала бахилы куплю.	game/code/2day.rpy	71
day2_9f77120b	bahil	Э, студент, здарова. Я - бахильник!	game/code/2day.rpy	76
day2_0880c59b		{b}ЧТО БЛЯТЬ????{/b}	game/code/2day.rpy	77
day2_d15cb0a2	bahil	Перестань охуевать и брось в меня монетку	game/code/2day.rpy	78
day2_7d3f938b	bahil	Чувак, я должен тебе сказать, используй {i}микроволновки{/i}.{w} Это пока всё, что я знаю. Удачи, [anon].	game/code/2day.rpy	83
day2_a7b9cf03	anon	Что? Ты говоришь? Что происходит???	game/code/2day.rpy	84
day2_91376fd6	kit	Чувак, ты нахера с бахильником говоришь?	game/code/2day.rpy	85
day2_4e7e78e8	anon	Эээ...{w} Просто...{w} Иди нахуй, чувак.	game/code/2day.rpy	86
day2_67669be1	kit	Ненормальный уёбок.	game/code/2day.rpy	87
day2_99c9a35a	bahil	Ах ты пидор, жетон бросил. Не скажу тебе ничего, пидор жадный.{w} Разбирайся сам.	game/code/2day.rpy	90
day2_37918d27	anon	Что ты несёшь, бахильник?{w} Ты вообще говорить не должен!	game/code/2day.rpy	91
day2_f8e87737	kit	Чувак, с тобой всё хорошо?	game/code/2day.rpy	92
day2_0851d95f	anon	Отстань нахуй.	game/code/2day.rpy	93
day2_50189360	kit	Ненормальный, сука. Ну тебя нахуй.	game/code/2day.rpy	94
day2_75e3a6b4		Дирик поставил говорилку в бахильник, похоже.{w} А я повёлся, ещё и ненормальным стал.{w} Вот пидор.	game/code/2day.rpy	95
day2_fe4c908b		Ладно, а теперь теперь в гардероб.	game/code/2day.rpy	97
day2_990d6828		Отлично, хоть пустой.{w} А теперь на философию.	game/code/2day.rpy	99
filosof_7abff9f0		Ох, ненавижу коридоры кита. {w}Так много людей, что преподов можно не заметить.	game/code/2day.rpy	104
filosof_5c378b40	centered	На паре философии.	game/code/2day.rpy	107
filosof_191a7315	snkw	Здравствуйте, дорогие студенты!	game/code/2day.rpy	111
filosof_6feda93c	snkw	Кто угадает, что в ящике?	game/code/2day.rpy	112
filosof_53ebd28c	snkw	Неправильно. Киник, там был Филосовский камень!	game/code/2day.rpy	116
filosof_099daacb		Просто отсоси, Гарри Поттер!	game/code/2day.rpy	117
filosof_53ebd28c_1	snkw	Неправильно. Киник, там был Филосовский камень!	game/code/2day.rpy	119
filosof_099daacb_1		Просто отсоси, Гарри Поттер!	game/code/2day.rpy	120
filosof_53ebd28c_2	snkw	Неправильно. Киник, там был Филосовский камень!	game/code/2day.rpy	122
filosof_099daacb_2		Просто отсоси, Гарри Поттер!	game/code/2day.rpy	123
filosof_b7aa132f	snkw	Правильно, молодец!	game/code/2day.rpy	125
filosof_099daacb_3		Просто отсоси, Гарри Поттер!	game/code/2day.rpy	126
filosof_423dc442	snkw	Вот он!	game/code/2day.rpy	128
filosof_719839e9		И что это сука мне дало? Поехавшая сука, пиздец бомбит жопу.	game/code/2day.rpy	129
filosof_e84a4ef6		Ох, пара даже лёгкая.{w} Неужели хорошо пройдёт.	game/code/2day.rpy	131
filosof_028ee251	snkw	Как я говорила, [anon] очень способный ученик!{w} Он освобождается от зачёта и получает автоматом 5!	game/code/2day.rpy	133
filosof_4e3d9101	anon	Что?!	game/code/2day.rpy	134
filosof_2d1428c9	snkw	Я говорю, что освобождаю тебя от зачёта.{w} Ты очень способный программист и можешь просто посидеть и поспать на паре!	game/code/2day.rpy	135
filosof_cf0f1129		Чего происходит?{w} Я освобождён от зачёта? Ну нихуя себе! {w}Это клёво!	game/code/2day.rpy	136
filosof_7a45f8ee	kit	Чувак, как ты так смог?	game/code/2day.rpy	137
filosof_15d68cfd	anon	Да мамке моей позвонила, похоже, они нормально поговорили. Правда мне пизды дали.	game/code/2day.rpy	139
filosof_4a271c8f	kit	Лол.	game/code/2day.rpy	140
filosof_a70fc054	anon	Удачи тебе, чтоли.	game/code/2day.rpy	141
filosof_eba0bc9b	anon	Да я рассказал ей синквейн сам.	game/code/2day.rpy	143
filosof_1cf66b25	kit	Почему я до такого не допёр?!	game/code/2day.rpy	144
filosof_4e822a15	anon	Не знаю.{w} Но желаю тебе удачи на зачёте.	game/code/2day.rpy	145
filosof_6722ebad	kit	Спасибо, чувак.	game/code/2day.rpy	146
filosof_1bcc8f0f		Все, кроме меня сдавали этот сранный глоссарий.{w} Я просто какой-то везунчик, ей-богу.	game/code/2day.rpy	147
filosof_40ada1a4		Чувствую, мне будет тяжело.	game/code/2day.rpy	150
filosof_5b988976	snkw	Поиграем в мячик!	game/code/2day.rpy	151
filosof_60d6e7d0	snkw	А теперь глоссарий! Начинает [anon]!	game/code/2day.rpy	153
filosof_89535045		Тут прилетел мячик. Мне не отвертеться.	game/code/2day.rpy	154
filosof_2c7ba46c		{b}СУКААА{/b}	game/code/2day.rpy	155
filosof_7d98860c	snkw	Что такое бытие?	game/code/2day.rpy	156
filosof_e54b6bfe	snkw	Неправильно! Киник!	game/code/2day.rpy	167
filosof_8a3b6396		Я же в ответах mail.ru посмотрел, что неправильного?	game/code/2day.rpy	168
filosof_2ff86333	snkw	Если ты компьютерщик...	game/code/2day.rpy	169
filosof_ce5008ee	snkw	Правильно!{w} Бросай мячик!	game/code/2day.rpy	175
filosof_2ff86333_1	snkw	Если ты компьютерщик...	game/code/2day.rpy	176
filosof_aab5d04d		Ебать, угадал как-то эту херню. Лааадно.{w} Опять мячик мне? ВТФ?	game/code/2day.rpy	177
filosof_4d8ccf00	snkw	Какое здяся? Я тута!{w} Неправильно!{w} Бросай мячик более умному студенту!	game/code/2day.rpy	182
filosof_7bc4218c		А что неправильно-то?	game/code/2day.rpy	183
filosof_2ff86333_2	snkw	Если ты компьютерщик...	game/code/2day.rpy	184
